Filename,2024,kinase,ethic,Cosine Similarity
PMC521681.txt,0,1,0,0.5774
PMC548151.txt,0,0,0,0.0000
PMC548145.txt,0,0,0,0.0000
PMC516039.txt,0,0,0,0.0000
PMC521695.txt,0,0,0,0.0000
PMC314475.txt,0,0,0,0.0000
PMC314463.txt,0,0,0,0.0000
PMC521683.txt,0,0,0,0.0000
PMC314477.txt,0,0,0,0.0000
PMC521697.txt,0,0,3,0.5774
PMC548147.txt,0,0,0,0.0000
PMC516775.txt,0,5,0,0.5774
PMC535812.txt,0,0,0,0.0000
PMC514604.txt,0,0,1,0.5774
PMC439782.txt,0,0,0,0.0000
PMC549517.txt,0,0,0,0.0000
PMC535806.txt,0,0,0,0.0000
PMC514610.txt,1,0,0,0.5774
PMC517494.txt,0,0,0,0.0000
PMC503387.txt,0,0,0,0.0000
PMC503393.txt,0,0,2,0.5774
PMC515297.txt,0,0,2,0.5774
PMC545488.txt,0,0,1,0.5774
PMC546195.txt,0,35,0,0.5774
PMC551600.txt,0,0,0,0.0000
PMC552309.txt,0,0,0,0.0000
PMC554778.txt,0,0,0,0.0000
PMC522822.txt,0,0,1,0.5774
PMC534098.txt,0,0,0,0.0000
PMC551614.txt,0,0,1,0.5774
PMC521495.txt,0,0,1,0.5774
PMC509319.txt,0,0,0,0.0000
PMC543576.txt,0,1,0,0.5774
PMC553995.txt,0,0,1,0.5774
PMC552335.txt,0,0,0,0.0000
PMC544557.txt,0,15,0,0.5774
PMC549073.txt,0,0,0,0.0000
PMC552321.txt,0,0,0,0.0000
PMC554988.txt,0,0,2,0.5774
PMC544543.txt,0,0,0,0.0000
PMC553981.txt,0,0,0,0.0000
PMC535351.txt,0,0,0,0.0000
PMC535345.txt,0,0,0,0.0000
PMC524248.txt,0,0,0,0.0000
PMC554977.txt,0,0,8,0.5774
PMC520748.txt,0,1,0,0.5774
PMC524506.txt,0,0,0,0.0000
PMC539231.txt,0,0,0,0.0000
PMC544594.txt,0,3,0,0.5774
PMC554787.txt,0,0,0,0.0000
PMC524260.txt,0,0,0,0.0000
PMC544580.txt,0,1,0,0.5774
PMC546397.txt,0,0,0,0.0000
PMC524512.txt,0,0,0,0.0000
PMC400249.txt,0,0,0,0.0000
PMC545067.txt,0,0,0,0.0000
PMC520833.txt,0,9,0,0.5774
PMC509279.txt,0,0,0,0.0000
PMC517721.txt,0,0,0,0.0000
PMC546208.txt,0,2,0,0.5774
PMC449891.txt,0,0,0,0.0000
PMC520827.txt,0,0,0,0.0000
PMC524499.txt,0,23,0,0.5774
PMC545073.txt,0,0,0,0.0000
PMC509245.txt,0,0,0,0.0000
PMC514572.txt,0,1,0,0.5774
PMC544345.txt,0,3,0,0.5774
PMC533873.txt,3,0,0,0.5774
PMC546234.txt,0,0,1,0.5774
PMC546220.txt,0,0,0,0.0000
PMC517709.txt,0,0,0,0.0000
PMC533867.txt,0,0,0,0.0000
PMC514566.txt,0,1,0,0.5774
PMC544351.txt,0,0,0,0.0000
PMC509251.txt,0,0,1,0.5774
PMC526259.txt,0,0,0,0.0000
PMC535543.txt,0,0,0,0.0000
PMC449846.txt,0,0,0,0.0000
PMC535557.txt,0,0,0,0.0000
PMC524472.txt,0,0,0,0.0000
PMC534107.txt,0,0,0,0.0000
PMC534113.txt,0,0,0,0.0000
PMC509292.txt,0,2,0,0.5774
PMC539351.txt,0,1,0,0.5774
PMC550668.txt,0,0,5,0.5774
PMC521085.txt,0,3,0,0.5774
PMC550654.txt,0,0,0,0.0000
PMC515308.txt,0,0,0,0.0000
PMC406406.txt,0,0,0,0.0000
PMC555738.txt,0,0,0,0.0000
PMC423137.txt,0,0,0,0.0000
PMC538265.txt,0,0,0,0.0000
PMC538271.txt,0,0,1,0.5774
PMC555937.txt,0,0,0,0.0000
PMC529432.txt,0,0,0,0.0000
PMC538259.txt,0,0,2,0.5774
PMC544190.txt,0,0,0,0.0000
PMC529426.txt,0,0,0,0.0000
PMC544191.txt,0,0,0,0.0000
PMC529427.txt,0,0,0,0.0000
PMC529433.txt,0,0,0,0.0000
PMC538258.txt,0,0,1,0.5774
PMC538270.txt,0,0,0,0.0000
PMC423136.txt,0,0,0,0.0000
PMC538264.txt,0,11,1,0.6273
PMC555739.txt,0,0,0,0.0000
PMC515309.txt,0,0,0,0.0000
PMC546037.txt,0,0,0,0.0000
PMC550655.txt,0,0,0,0.0000
PMC406407.txt,0,0,0,0.0000
PMC521084.txt,0,0,0,0.0000
PMC550669.txt,0,0,0,0.0000
PMC534112.txt,0,0,2,0.5774
PMC539350.txt,0,0,0,0.0000
PMC509293.txt,0,0,0,0.0000
PMC509287.txt,0,0,0,0.0000
PMC524473.txt,0,0,0,0.0000
PMC534106.txt,0,0,1,0.5774
PMC535556.txt,0,0,0,0.0000
PMC535542.txt,1,39,0,0.5920
PMC526258.txt,0,0,0,0.0000
PMC533866.txt,0,0,0,0.0000
PMC517708.txt,0,0,0,0.0000
PMC546221.txt,0,5,0,0.5774
PMC509250.txt,0,0,0,0.0000
